"meanBlue","meanRed","sdBlue","skewnessBlue","dfRG","dfRB","dfGB","entropyBlue","energyBlue","contrastBlue","homogeneityBlue","coverage","cloudType"
0.08172055304561433,0.045023602865282834,0.3006919590484485,0.72275472494713,0.32556299246546544,0.37192813740766373,0.35682762291666437,0.6794597916691107,0.3533700001870758,0.008637252568478446,0.8325397919140339,0.020414797416947624,"nube"
0.7201077265692025,0.8335373277196727,0.7906561767191101,0.27875283556663455,0.6921340568180392,0.6986178561393164,0.5760073122428011,0.34020112393145907,0.12212902446781192,0.06717181507445952,0.3761685683811004,0.1030492169629316,"nube"
1.0,0.6547892288767476,0.8078493852310554,0.06001687396413408,0.021579052515788493,0.06803700384691187,0.11575070081639953,0.7377034434457771,0.7997251686658265,0.13968056888086236,0.2661213690399347,0.004225992943207424,"multinube"
0.17515589572661322,0.1198321298038826,0.316912834352628,0.6554138439920836,0.3775696216940198,0.35984054114701786,0.2828154948572184,0.6649503042918515,0.3944433389966276,0.001356932008627438,0.9405273087667416,0.007606787297773359,"cieloDespejado"
0.30731705642852036,0.6152043395286205,0.24049333627195793,0.2709269708337156,0.7861097575815968,0.9175143103076342,0.8752794962119923,0.6665970918199169,0.5464832303566175,0.028245288157885056,0.5784234024076997,0.8210129381532558,"nube"
0.10561654772699036,0.11344601093314824,0.12499667672203772,0.548628412752038,0.41828586484643365,0.44156170203943795,0.3888829013138342,0.593316996186842,0.30173283197023115,0.024167130837200065,0.6324417866388335,0.007736818587325353,"nube"
0.3832971074452037,0.5449760524405023,0.9214785989489533,0.8253085034802492,0.6640994770640921,0.7143111769265336,0.6324113421687104,0.42820629843415253,0.20660904732507138,0.07363012438134453,0.39860439928025765,0.3103179250382905,"nube"
0.30153315377830603,0.2961122450529775,0.5906837094805664,0.6688051083650026,0.36407083717124644,0.4542924732453337,0.4662714951172256,0.6340190074619007,0.1371469582327801,0.06375617428601575,0.4471624193715317,0.16994993888558155,"nube"
0.2634201581047959,0.12829246496202473,0.4874409651097268,0.7738418538114551,0.30926807967199094,0.25663748359320343,0.16583425989811837,0.5651789900709305,0.3180773031154921,0.002807107084755495,0.8721037845083103,0.005526298382255064,"cieloDespejado"
0.31961573308360025,0.37187383198980983,0.6223457601484029,0.8693952218347925,0.6023878393100536,0.5423740897865663,0.3851762925217159,0.5054065025107861,0.3156869847975415,0.010745036646979294,0.7685736523838076,0.05279240636442803,"nube"
0.2639357613918489,0.5156100843997712,0.449616930048368,0.5186607639983573,0.6754292261220453,0.8274273223831352,0.8244838099895199,0.535623985626141,0.18667357146379998,0.10858645963433997,0.31245990046989924,0.4037448798348909,"multinube"
0.35249399338805143,0.4825130969365857,0.6638930508006745,0.7466207477118986,0.5952794296878628,0.6625234459348419,0.6084309325041994,0.5165188822337444,0.12550744306518571,0.2019252239673944,0.3100965429877542,0.3772836620731112,"multinube"
0.37734596696318257,0.3256843498592325,0.5540406847280812,0.7049698460862692,0.42587884620247674,0.39855846871076656,0.3039023757490885,0.4800392647846432,0.19818808599363602,0.05803154069446456,0.4412346054599557,0.063519927568084,"nube"
0.35304489570802533,0.47149276225327236,0.5564049122144011,0.7616944018352246,0.6273792541794948,0.645541499568674,0.5456232136918847,0.5480054641177791,0.16678826592652685,0.1532817879112817,0.23077714831355642,0.13562187124692449,"multinube"
0.43375160299691246,0.5637319029414156,0.5697425502164184,0.4873934420806537,0.6620648186291035,0.6758549184915899,0.5652858399669746,0.4769902497039122,0.13785019311323018,0.12553952156491313,0.276904073243413,0.28912294414487216,"nube"
0.2888311365363719,0.5195714005305764,0.5920460535498812,0.7615491301709747,0.7056260545277879,0.8006422648935486,0.7459560854584165,0.5882408051155239,0.08631931795570386,0.33550573322176885,0.13816081809244066,0.47045055642102834,"nube"
0.4015156777657274,0.45762301440545905,0.671930335289083,0.6913367659982941,0.5333479023497304,0.5615479890114825,0.4890541121077798,0.411986937075171,0.11608477594273443,0.03550843236319648,0.5234475656280841,0.09375203142266494,"nube"
0.19540563143066245,0.048387071901254554,0.4667797878264844,0.6979335518564446,0.14882868018994275,0.22788649485049953,0.2753736279877157,0.6204738087108749,0.34248814194630245,0.0038205120025911763,0.8507532943611847,0.0325726542839929,"cieloDespejado"
0.5206496019467779,0.6283554365247648,0.5471488540457795,0.31925262603333926,0.6934859713809399,0.6573082667538237,0.5003458319158762,0.3786910844750798,0.11945979316221002,0.07440306033562598,0.34648866427518776,0.13984786419013193,"nube"
0.37399830532216655,0.5671010264535952,0.5822652123519367,0.7475722555036942,0.7927865320777967,0.7591430601955267,0.5837097467042385,0.38477749399832584,0.11508562118514212,0.07897687817302479,0.3512980749023919,0.3185748655881928,"multinube"
0.17751054345402573,0.262568028755052,0.5081344974264764,0.723056281446077,0.4725321114612363,0.5673532509894205,0.5606201782905443,0.5899390131249425,0.11798104412097342,0.08742273707663355,0.4309916787592438,0.18321305478995162,"nube"
0.5584651560284145,0.8290269992345825,0.6038164436989488,0.2263568014861068,0.7025231666671706,0.903824085588031,0.9346657298530389,0.4071043847540886,0.3517347877625226,0.08637743321465291,0.5456163986825049,0.9752291794155034,"multinube"
