"meanBlue","meanRed","sdBlue","skewnessBlue","dfRG","dfRB","dfGB","entropyBlue","energyBlue","contrastBlue","homogeneityBlue","coverage","cloudType"
0.5517680977075639,0.8490541109458829,0.8237717733825823,0.48565107933441803,0.8091683148770932,0.9421506470542652,0.8964168535432243,0.06258770951167521,0.048734092180742414,0.16547699963438905,0.33896447991381906,0.9937585332534451,"multinube"
0.32817324698231587,0.6360421173491477,0.5848322581688364,0.6258406873572567,0.7276598170669857,0.9209235933261861,0.9401581140678688,0.40279051429167495,0.2891103185900608,0.04564248154155329,0.596618749174469,0.6466419609879543,"nube"
0.5138906245466113,0.6652435878613752,0.6798335072168153,0.581821900140372,0.6968508267105834,0.7205935110849753,0.6107937763610176,0.4652264813072771,0.11273952077986794,0.3023161087214168,0.16828286178738944,0.4768870685040957,"nube"
0.3599282896130967,0.5596893655663511,0.6600925736826094,0.8271568122255213,0.767925422105895,0.7666487923121333,0.6221973629154555,0.5557467027390791,0.3180500920923066,0.01558140733234038,0.6754683931512523,0.2547948765062152,"nube"
0.4182233146561776,0.2662322206354371,0.6182293082686278,0.5004498912525763,0.1777631789417263,0.25726321416182985,0.29913166849637185,0.38992604176334944,0.2553337857165938,0.03925778518269508,0.6104650985796412,0.08738053445176838,"nube"
0.06618995037167971,0.0,0.07988891849085875,0.4023329465304576,0.3101137048327933,0.3258538946368262,0.28948247987510534,0.8379335241199104,0.508650554339563,0.0020832464291585806,0.9315371948100337,0.01105259782972046,"nube"
0.30961209940981693,0.38828507271705415,0.6634456053667064,0.7760704912975244,0.46451563879901203,0.5796994825418241,0.5908842247223455,0.6383967408695523,0.3791796556785154,0.013409825365549632,0.7144384676577441,0.0769130747620061,"nube"
0.3693023203645929,0.4688936942281898,0.7180461615794949,0.8083765905316372,0.6327719813534894,0.6203985106681936,0.4949789567651463,0.558622440468923,0.20131735365996764,0.21196357631331633,0.30166637601582985,0.26870814672792454,"nube"
0.3301459662084882,0.42956120674392406,0.6663808047356692,0.854651703640398,0.6027244606104126,0.6136868874491445,0.5131068259021848,0.5023478702098626,0.21284802473482012,0.12126751681442423,0.27994903964828494,0.19264027055455996,"multinube"
0.29562367793064137,0.5015794370278871,0.6463691048470445,0.7799825369802161,0.6292578181387929,0.7651933051985089,0.7589503625129006,0.5879858467787001,0.2589588042115862,0.03858299982578269,0.5242503487711706,0.3791691045869067,"multinube"
